Prompt,Image Path,Category,Style,Time
"A lone wolf prowls through a dense forest, bathed in moonlight, casting a haunting shadow.",./output_files/images/image_1633.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",Anime,9
"A serene woodland path winding through a dense forest, with sunlight filtering through the canopy above.",./output_files/images/image_1634.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",3D Render,9.6
"A family of deer grazing peacefully in a sunlit clearing, surrounded by tall grass and wildflowers.",./output_files/images/image_1635.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",Dynamic,9.6
A dense forest with towering trees and dappled sunlight filtering through the canopy.,./output_files/images/image_1636.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",3D Render,7.8
A dense forest with towering trees and a winding path disappearing into the shadows.,./output_files/images/image_1637.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",Sketch B/W,8.4
"A family of deer cautiously navigating through a dense forest, sunlight filtering through the trees.",./output_files/images/image_1638.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",Illustration,9
"A winding woodland path leading through a dense forest, with sunlight filtering through the canopy overhead.",./output_files/images/image_1639.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",Dynamic,9.6
"A lush, dense forest with towering trees and dappled sunlight filtering through the canopy.",./output_files/images/image_1640.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",3D Render,8.4
"A family of deer cautiously navigating through a dense forest, sunlight filtering through the canopy.",./output_files/images/image_1641.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",Illustration,9
"A dense forest of towering redwoods, with sunlight filtering through the canopy onto a moss-covered path.",./output_files/images/image_1642.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",Environment,9.6
A dense forest with towering trees and dappled sunlight filtering through the canopy.,./output_files/images/image_1643.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",Sketch B/W,7.8
"A majestic redwood forest, towering trees creating a canopy overhead, sunlight filtering through.",./output_files/images/image_1644.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",Dynamic,7.8
"A serene woodland path winds through a dense forest, sunlight filtering through the canopy above.",./output_files/images/image_1645.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",Raytraced,9
"A winding woodland path lined with towering trees, their branches forming a natural archway overhead.",./output_files/images/image_1646.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",3D Render,9
"A dense forest canopy filters sunlight, casting dappled shadows on a moss-covered woodland path.",./output_files/images/image_1647.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",Environment,8.4
"A mysterious fog enveloping a dense forest, shrouding the ancient trees in an eerie, otherworldly light.",./output_files/images/image_1648.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",Creative,9.6
"A family of deer cautiously crossing a woodland path, sunlight filtering through the dense canopy above.",./output_files/images/image_1649.jpg,"Forest Landscapes - Includes dense forests, woodland paths, forest animals, etc.",Environment,9.6
"A shimmering lake reflecting the starlit sky, with a sunken kingdom visible beneath its crystal-clear waters.",./output_files/images/image_1650.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Sketch B/W,9.6
"In a realm of eternal twilight, a majestic floating castle hovers above a shimmering lake.",./output_files/images/image_1651.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",General,9
A mysterious portal leading to a magical realm filled with floating islands and vibrant colors.,./output_files/images/image_1652.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",General,9
"A magical forest filled with glowing mushrooms and towering trees, where fairies dance under the moonlight.",./output_files/images/image_1653.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Anime,9.6
"A majestic castle sits atop a hill, surrounded by lush gardens and guarded by mythical beasts.",./output_files/images/image_1654.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Environment,9.6
Explore a lush otherworldly realm filled with glowing flora and mysterious creatures under a starry sky.,./output_files/images/image_1655.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Raytraced,9.6
A mystical forest filled with glowing mushrooms and fairies dancing around a hidden castle.,./output_files/images/image_1656.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Photography,8.4
"A magical village nestled in the clouds, where flying carpets and wise wizards roam the streets.",./output_files/images/image_1657.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",General,9.6
"Explore the mystical Floating Gardens of Eloria, where colorful flowers float in the air.",./output_files/images/image_1658.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Environment,8.4
A mystical forest filled with glowing mushrooms and fairies dancing in the moonlight.,./output_files/images/image_1659.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Environment,7.8
"A mystical forest where ancient trees whisper secrets, illuminated by glowing fireflies at twilight.",./output_files/images/image_1660.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Dynamic,8.4
"A mysterious cave entrance leading to a labyrinth of underground tunnels, inhabited by dragons and treasure.",./output_files/images/image_1661.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Sketch B/W,9.6
"A grand castle floating in the clouds, surrounded by rainbow-hued dragons and cascading waterfalls.",./output_files/images/image_1662.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Illustration,8.4
"A majestic floating city in the clouds, surrounded by mythical creatures and shimmering rainbows.",./output_files/images/image_1663.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",3D Render,8.4
A mystical forest filled with glowing mushrooms and fairies dancing around a hidden castle.,./output_files/images/image_1664.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",General,8.4
"Explore the ethereal city of Elvenar, with its shimmering spires and mystical glowing trees.",./output_files/images/image_1665.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Raytraced,8.4
"In the mystical realm of Eldoria, a towering crystal palace shimmers under a rainbow sky.",./output_files/images/image_1666.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Anime,9
"A mysterious otherworldly realm shrouded in mist, with towering crystal spires reflecting the moonlight.",./output_files/images/image_1667.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",General,8.4
"A mysterious portal leading to a hidden realm, surrounded by ancient ruins and glowing crystals.",./output_files/images/image_1668.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Photography,9
"A hidden enchanted forest realm reveals itself with towering trees, shimmering ponds, and mystical creatures.",./output_files/images/image_1669.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",General,9
"A mystical forest where fairies dance among glowing mushrooms, under a canopy of shimmering starlight.",./output_files/images/image_1670.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Illustration,9
"A mystical forest with glowing, floating orbs illuminating a hidden pathway through the trees.",./output_files/images/image_1671.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Sketch Color,8.4
"A mystical forest where glowing spirits dance among ancient trees, illuminated by a full moon.",./output_files/images/image_1672.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Dynamic,9
A mystical forest with glowing mushrooms and fairies dancing around an ancient tree.,./output_files/images/image_1673.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",General,7.8
"Explore the mystical realm of Eldoria, where floating islands and ancient ruins shimmer in the moonlight.",./output_files/images/image_1674.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Raytraced,9.6
"A mysterious otherworldly realm shrouded in mist, with floating islands and glowing crystals.",./output_files/images/image_1675.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Environment,7.8
"A mysterious realm filled with floating islands and glowing crystals, shrouded in mist and magic.",./output_files/images/image_1676.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Dynamic,9
"A mystical lake shrouded in mist, with a majestic dragon perched on a rocky outcrop.",./output_files/images/image_1677.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Sketch B/W,9
A mystical forest with glowing mushrooms and fairy lights surrounding a hidden portal to another dimension.,./output_files/images/image_1678.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Dynamic,9.6
"A labyrinthine underwater kingdom, with coral palaces and merfolk swimming among colorful schools of fish.",./output_files/images/image_1679.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Environment,9
"A mystical forest filled with glowing fairy lights, surrounding a hidden castle shrouded in mist.",./output_files/images/image_1680.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Illustration,9
"A mystical forest with towering, glowing trees and shimmering fairies dancing in the moonlight.",./output_files/images/image_1681.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Sketch Color,8.4
"Dive into a mystical underwater kingdom, where mermaids swim gracefully around a sunken castle ruins.",./output_files/images/image_1682.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",General,9
"A majestic dragon perched atop a crumbling tower, overlooking a misty, enchanted forest below.",./output_files/images/image_1683.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Sketch B/W,8.4
"Deep within the mystical forest, a hidden portal to an otherworldly realm glows with ethereal light.",./output_files/images/image_1684.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Anime,9.6
"A mysterious, fog-covered otherworldly realm with glowing blue crystals scattered throughout the landscape.",./output_files/images/image_1685.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Dynamic,7.8
"Discover the hidden realm of Avaloria, a floating island adorned with cascading waterfalls and shimmering crystals.",./output_files/images/image_1686.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Sketch Color,9.6
A mystical forest with glowing trees and fairies dancing around a shimmering pond.,./output_files/images/image_1687.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",General,7.8
"Discover an enchanted castle hidden deep in the forest, surrounded by twisting vines and glowing fireflies.",./output_files/images/image_1688.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Photography,9.6
"A mystical forest filled with glowing fairy lights, leading to a hidden castle in the distance.",./output_files/images/image_1689.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Dynamic,9.6
"Explore a mystical forest filled with glowing mushrooms, towering trees, and ethereal creatures.",./output_files/images/image_1690.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Raytraced,7.8
"A majestic floating city in the clouds, with intricate spires and glowing crystals illuminating the sky.",./output_files/images/image_1691.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Raytraced,9.6
"A magical forest with towering ancient trees and glowing mushrooms, leading to a hidden elven kingdom.",./output_files/images/image_1692.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Environment,9.6
"A majestic floating city in the clouds, surrounded by sparkling rainbows and mystical creatures.",./output_files/images/image_1693.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Raytraced,8.4
"A vast desert wasteland with towering sand dunes, inhabited by nomadic tribes and powerful sandstorms.",./output_files/images/image_1694.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Environment,9
"Explore the mystical realm of Eldoria, where floating islands and majestic dragons roam the skies.",./output_files/images/image_1695.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Creative,9
"The ethereal realm of Faerie, where shimmering pixies dance among glowing mushrooms in a moonlit forest.",./output_files/images/image_1696.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Anime,9.6
A majestic unicorn grazing in a vibrant meadow surrounded by sparkling fairy lights.,./output_files/images/image_1697.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Sketch Color,7.8
"Discover the hidden chambers of a majestic enchanted castle, its towering spires reaching towards the sky.",./output_files/images/image_1698.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",General,9.6
"A majestic otherworldly realm with glowing floating islands and cascading waterfalls, surrounded by a shimmering mist.",./output_files/images/image_1699.jpg,"Fantasy Realms - Includes otherworldly realms, enchanted castles, etc.",Raytraced,9.6
"A sprawling factory floor filled with various industrial machinery, smokestacks billowing in the background.",./output_files/images/image_1700.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",3D Render,8.4
Capture the intricate gears and pistons of a steam-powered factory machine in black and white.,./output_files/images/image_1701.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Photography,9
Capture the intricate gears and pistons of a massive factory machine in black and white.,./output_files/images/image_1702.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Photography,9
"A massive assembly line in a bustling factory, filled with robotic arms and conveyor belts.",./output_files/images/image_1703.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",General,9
"A massive assembly line in a bustling factory, with robotic arms working tirelessly.",./output_files/images/image_1704.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Environment,7.8
"A factory floor filled with towering industrial machines, billowing smoke, and workers in hard hats.",./output_files/images/image_1705.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Sketch Color,9
Capture the intricate details of a towering factory smokestack against a backdrop of billowing clouds.,./output_files/images/image_1706.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Photography,9
"A massive factory floor filled with robotic arms assembling cars, with sparks flying everywhere.",./output_files/images/image_1707.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",3D Render,8.4
"A massive factory floor filled with towering industrial machinery, illuminated by bright overhead lights.",./output_files/images/image_1708.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Raytraced,8.4
"A massive factory floor filled with rows of towering industrial machinery, emitting sparks and steam.",./output_files/images/image_1709.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Dynamic,9
"A futuristic factory floor filled with robotic arms assembling cars, illuminated by neon lights.",./output_files/images/image_1710.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Raytraced,8.4
"In a bustling factory, giant conveyor belts move products under neon lights.",./output_files/images/image_1711.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Anime,7.2
"A bustling factory floor filled with robotic arms assembling cars, with sparks flying in all directions.",./output_files/images/image_1712.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Sketch Color,9.6
A towering factory filled with rows of robotic arms assembling cars on a conveyor belt.,./output_files/images/image_1713.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",General,9
"A bustling factory floor filled with conveyor belts, robotic arms, and workers in hard hats.",./output_files/images/image_1714.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Sketch B/W,9
"A massive factory floor filled with towering industrial machinery, spewing smoke and sparks.",./output_files/images/image_1715.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Creative,7.8
"A giant robot factory producing mechs for battle, with sparks flying and workers in futuristic uniforms.",./output_files/images/image_1716.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Anime,9.6
"A massive assembly line in a bustling factory, with robotic arms moving car parts.",./output_files/images/image_1717.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",General,8.4
"An old, rusted factory with towering smokestacks belching out thick smoke, surrounded by overgrown vegetation.",./output_files/images/image_1718.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Sketch B/W,9
"A massive factory floor filled with towering industrial machinery, glowing with neon lights and steam vents.",./output_files/images/image_1719.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Raytraced,9.6
"A massive factory floor filled with rows of towering industrial machinery, emitting steam and sparks.",./output_files/images/image_1720.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Environment,9
A massive factory floor filled with robotic arms assembling cars under glowing neon lights.,./output_files/images/image_1721.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Raytraced,8.4
"A steam-powered locomotive chugs through a sprawling industrial complex, billowing smoke and steam into the sky.",./output_files/images/image_1722.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Anime,9.6
A factory floor bustling with activity as workers assemble intricate electronic components for high-tech gadgets.,./output_files/images/image_1723.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Anime,9
A futuristic factory floor filled with robotic arms assembling cars under neon lights.,./output_files/images/image_1724.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Raytraced,7.8
"A bustling factory floor filled with towering machinery, sparks flying as workers operate heavy equipment.",./output_files/images/image_1725.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Dynamic,9
"A futuristic factory floor filled with robotic arms assembling cars, illuminated by neon lights.",./output_files/images/image_1726.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Raytraced,8.4
"A massive factory floor filled with rows of towering industrial machinery, producing sparks and smoke.",./output_files/images/image_1727.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",3D Render,9
A massive steel factory with billowing smokestacks against a moody sky.,./output_files/images/image_1728.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",General,6.6
"A massive factory floor filled with towering industrial machinery, illuminated by bright overhead lights.",./output_files/images/image_1729.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Raytraced,8.4
"A massive assembly line in a bustling factory, with robotic arms working in harmony.",./output_files/images/image_1730.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Photography,8.4
"In a bustling factory, giant robotic arms move with precision, surrounded by billowing smoke and sparks.",./output_files/images/image_1731.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Anime,9.6
"A massive assembly line in a bustling factory, with robotic arms moving car parts swiftly.",./output_files/images/image_1732.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Dynamic,9
"A bustling factory floor filled with robotic arms assembling cars, with sparks flying in the background.",./output_files/images/image_1733.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Sketch Color,9.6
A bustling factory floor filled with clanking machinery and workers in hard hats.,./output_files/images/image_1734.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Sketch Color,7.8
A towering factory chimney billowing smoke against a backdrop of heavy machinery and industrial equipment.,./output_files/images/image_1735.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Sketch B/W,9
Capture the intricate gears and pistons of a steam-powered factory machine in black and white.,./output_files/images/image_1736.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Photography,9
"A massive factory floor filled with towering industrial machinery, emitting sparks and smoke.",./output_files/images/image_1737.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Raytraced,7.8
"A futuristic factory floor filled with robotic arms assembling cars, with sparks flying in the air.",./output_files/images/image_1738.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",3D Render,9.6
"A factory floor filled with large, humming machines creating a symphony of industrial sounds.",./output_files/images/image_1739.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",General,8.4
"A massive assembly line in a bustling factory, with robotic arms working tirelessly on manufacturing automobiles.",./output_files/images/image_1740.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Dynamic,9.6
A close-up shot of sparks flying from a welding machine in a dimly lit factory.,./output_files/images/image_1741.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Photography,9
"A massive factory floor filled with towering cranes and conveyor belts, all in motion.",./output_files/images/image_1742.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",3D Render,8.4
"A massive assembly line in a bustling factory, with robotic arms welding car parts together.",./output_files/images/image_1743.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Environment,9
"A massive factory floor filled with rows of towering industrial machines, emitting smoke and sparks.",./output_files/images/image_1744.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Environment,9
"A bustling factory floor filled with towering machines, producing thick plumes of smoke and sparks.",./output_files/images/image_1745.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Sketch Color,9
"A factory floor filled with towering machines and conveyor belts, emitting steam and sparks.",./output_files/images/image_1746.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Sketch Color,8.4
"A bustling factory floor filled with giant machines humming with activity, sparks flying in all directions.",./output_files/images/image_1747.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Illustration,9.6
"A group of giant robots assembling cars in a futuristic factory, sparks flying everywhere.",./output_files/images/image_1748.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Anime,8.4
"A massive assembly line in a bustling factory, with robotic arms welding car parts together.",./output_files/images/image_1749.jpg,"Industrial Machinery - Includes factories, industrial equipment, heavy machinery, etc.",Environment,9
"Capture the vibrant energy of Times Square at dusk, with neon lights illuminating the bustling crowds.",./output_files/images/image_1750.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Dynamic,9.6
"Capture the bustling energy of Times Square at night, with its bright lights and iconic billboards.",./output_files/images/image_1751.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",General,9.6
"Sketch the serene beauty of Central Park's Bethesda Terrace, with its iconic fountain and overhanging greenery.",./output_files/images/image_1752.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Sketch B/W,9.6
"Frame the iconic Eiffel Tower against a vibrant sunset sky, highlighting its intricate iron lattice structure.",./output_files/images/image_1753.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Dynamic,9.6
"A bustling city square with a towering monument at its center, surrounded by colorful market stalls.",./output_files/images/image_1754.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Illustration,9.6
"A bustling city park with families picnicking, children playing, and birds flying overhead.",./output_files/images/image_1755.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Sketch B/W,7.8
A bustling city square with an iconic fountain surrounded by historic buildings and lively street performers.,./output_files/images/image_1756.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Illustration,9.6
"A historical monument framed by a picturesque garden, with intricate architecture and statues commemorating the past.",./output_files/images/image_1757.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",3D Render,9.6
Capture the grandeur of a bustling city square filled with historic statues and ornate fountains.,./output_files/images/image_1758.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Sketch B/W,9
Capture the grandeur of a bustling plaza with colorful street performers and lively crowds.,./output_files/images/image_1759.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Creative,8.4
"Zoom in on the intricate architecture of the Eiffel Tower, framed against a clear blue sky.",./output_files/images/image_1760.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Creative,9.6
"Capture the majestic architecture of a historic landmark at sunrise, silhouette against the colorful sky.",./output_files/images/image_1761.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Photography,9
Capture the majestic architecture of a historic cathedral in a bustling city square at sunset.,./output_files/images/image_1762.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Environment,9
"Capture the sunset over a bustling city square, with iconic statues and fountains in the foreground.",./output_files/images/image_1763.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Photography,9.6
"Capture the iconic Eiffel Tower at sunset, with vibrant hues painting the sky in the background.",./output_files/images/image_1764.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Photography,9.6
"A bustling city plaza at sunset, with colorful lights illuminating the fountains and sculptures.",./output_files/images/image_1765.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Raytraced,8.4
"Capture the iconic Eiffel Tower at dusk, with vibrant city lights illuminating the Parisian skyline.",./output_files/images/image_1766.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Environment,9
Capture the vibrant colors of a bustling city square filled with street performers and outdoor cafes.,./output_files/images/image_1767.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Environment,9.6
"Draw a majestic waterfall cascading down a rocky cliff, surrounded by lush greenery and misty spray.",./output_files/images/image_1768.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Sketch Color,9.6
"A bustling city square filled with street performers, vendors, and tourists under a clear blue sky.",./output_files/images/image_1769.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Illustration,9.6
A bustling city plaza with a towering fountain surrounded by vibrant flowers and ornate benches.,./output_files/images/image_1770.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",3D Render,9
"Capture the bustling energy of Times Square at night, with colorful billboards and crowds of people.",./output_files/images/image_1771.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Sketch Color,9.6
"Zoom in on the intricate carvings of the Parthenon's marble columns, highlighting the ancient Greek craftsmanship.",./output_files/images/image_1772.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Dynamic,9.6
"Capture the vibrant colors of a bustling city square, with street performers entertaining a crowd.",./output_files/images/image_1773.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Environment,9
"The sun setting behind a majestic landmark, casting a golden glow over the sprawling city below.",./output_files/images/image_1774.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Anime,9.6
A bustling city plaza with a towering fountain surrounded by colorful flower beds and elegant statues.,./output_files/images/image_1775.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",3D Render,9.6
"A bustling city plaza at sunset, with vibrant lights reflecting off the fountain and surrounding buildings.",./output_files/images/image_1776.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Raytraced,9.6
"A bustling city square with a majestic fountain as the focal point, surrounded by historic buildings.",./output_files/images/image_1777.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Sketch B/W,9.6
"Capture the bustling energy of Times Square at dusk, with neon lights illuminating the iconic billboards.",./output_files/images/image_1778.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Photography,9.6
A bustling city plaza with a towering fountain surrounded by colorful flower beds and bustling cafes.,./output_files/images/image_1779.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",3D Render,9.6
"A bustling plaza filled with vendors and tourists, overlooked by an ancient cathedral in the background.",./output_files/images/image_1780.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",3D Render,9.6
"A bustling plaza filled with colorful food stalls and street performers, framed by towering skyscrapers.",./output_files/images/image_1781.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Anime,9
Illustrate a bustling city square with iconic monument surrounded by street performers and tourists.,./output_files/images/image_1782.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Illustration,8.4
"A bustling city square at sunset, with locals and tourists enjoying street performers and food vendors.",./output_files/images/image_1783.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",General,9.6
"Frame the serene beauty of Central Park's Bethesda Terrace, with its grand staircase and ornate fountain.",./output_files/images/image_1784.jpg,"Public Landmarks - Includes parks, plazas, famous landmarks, etc.",Dynamic,9.6
